id,num_of_admin_pages,admin_page_duration,num_of_info_pages,info_page_duration,num_of_product_pages,product_page_duration,total_duration,BounceRates,ExitRates,PageValues,closeness_to_holiday,Month,device,internet_browser,Region,user_type,Weekend,A,B,C,D,purchase
891,,0,0,,3,79.0 minutes,,0.066666667,0.166666667,0,0,Mar,1,safari_15.4,3,Returning_Visitor,FALSE,c_3,109.0908317,log_100,,0
892,2,24.5,1,710.0 minutes,66,4566.952839 minutes,5301.452839,0.006470588,0.018141923,0,0,Mar,3,chrome_99.1.3,2,Returning_Visitor,FALSE,c_2,84.74648157,log8080,,0
893,1,24,3,125.5 minutes,65,8646.0 minutes,8795.5,0,0.011764706,0,0,Mar,2,chrome_99.1.4,1,Returning_Visitor,TRUE,c_13,105.0826551,log202,,0
894,0,0,0,0.0 minutes,17,600.5 minutes,600.5,0,0.005882353,0,0,Mar,2,chrome_89,7,Returning_Visitor,FALSE,c_10,100.0474365,log400,,0
895,0,0,0,0.0 minutes,21,434.5 minutes,,0,0.023809524,0,0,Mar,2,chrome_99.1.3,7,Returning_Visitor,FALSE,c_1,83.82863848,log_100,,0
896,1,0,0,0.0 minutes,35,499.4 minutes,,0.011764706,0.028151261,0,0,Mar,2,chrome_99.1.4,3,Returning_Visitor,TRUE,c_1,104.6622191,log_100,,0
897,9,122,,87.0 minutes,50,1694.797619 minutes,,0.008928571,0.018154762,0,0,Mar,1,safari_13,1,Returning_Visitor,TRUE,c_3,104.0213213,log8080,3.816877219,0
898,1,123,0,0.0 minutes,7,181.5 minutes,,0,0.025,64.7325,0,Mar,2,chrome_99.1.3,1,New_Visitor,TRUE,c_2,97.21556523,log404,,1
899,0,0,0,0.0 minutes,6,75.0 minutes,,0,0.016666667,0,0,Mar,1,safari_14.1,1,Returning_Visitor,FALSE,c_2,102.3915079,log200,,0
900,0,0,0,0.0 minutes,12,1165.333333 minutes,1165.333333,0.004166667,0.043055556,0,0,Mar,2,chrome_90.1.7,3,Returning_Visitor,FALSE,c_2,99.79852934,log8080,,0
901,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Mar,3,chrome_89,5,Returning_Visitor,FALSE,c_1,108.1044498,log404,,0
902,6,,2,63.0 minutes,60,3135.442572 minutes,3431.525905,0.001666667,0.009358814,0,0,Mar,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_10,117.2107687,log_100,,0
903,0,0,0,0.0 minutes,9,181.3333333 minutes,181.3333333,0.02962963,0.055026455,0,,Mar,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_1,95.76644528,log200,,0
904,0,0,0,0.0 minutes,9,159.0 minutes,,0,0.022222222,0,0,Mar,2,chrome_90.1.7,1,Returning_Visitor,TRUE,c_2,96.58171274,log200,,0
905,4,315,,0.0 minutes,8,465.8333333 minutes,,0,0.024242424,0,0,Mar,3,chrome_98.0.1,3,Returning_Visitor,TRUE,c_3,118.2678577,log_100,,0
906,0,0,0,0.0 minutes,3,112.0 minutes,112,0.066666667,0.133333333,0,0,Mar,2,chrome_99.1.4,7,Returning_Visitor,FALSE,c_10,133.0190956,log200,,0
907,0,0,0,0.0 minutes,40,952.9666667 minutes,952.9666667,0.001666667,0.016666667,0,0,Mar,1,safari_15,2,Returning_Visitor,FALSE,c_2,78.41040627,log200,,0
908,0,0,0,0.0 minutes,8,372.8333333 minutes,,0,0.0125,0,0,Mar,1,safari_13.1,1,Returning_Visitor,FALSE,c_1,100.9255968,log202,,0
909,6,192.5,0,0.0 minutes,14,327.0 minutes,,0,0.00625,0,0,Mar,1,safari_15.4,1,Returning_Visitor,TRUE,c_9,103.2217303,log_100,,0
910,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Mar,2,chrome_80,2,Returning_Visitor,FALSE,c_1,84.4590943,log400,,0
911,0,,0,0.0 minutes,6,1057.0 minutes,1057,0,0.033333333,0,0,Mar,2,edge_99.0.1150.46,4,Returning_Visitor,FALSE,c_1,98.21943391,log8080,,0
912,0,0,0,0.0 minutes,3,12.0 minutes,12,0,0.066666667,0,0,Mar,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_3,116.8945411,log_100,,0
913,0,0,0,0.0 minutes,1,36.0 minutes,,0,0.066666667,0,0,Mar,3,chrome_99.1.3,6,Returning_Visitor,TRUE,c_2,110.4791089,log400,,0
914,4,76,,0.0 minutes,28,866.0 minutes,,0,0.02183908,0,0,Mar,2,,4,Returning_Visitor,FALSE,c_1,86.2681848,log8080,,0
915,0,0,0,0.0 minutes,17,701.5424242 minutes,701.5424242,0.013333333,0.026666667,0,0,Mar,2,chrome_89,6,Returning_Visitor,FALSE,c_2,98.44004672,log8080,,0
916,3,13,,0.0 minutes,28,324.7692308 minutes,,0,0.001724138,0,0,Mar,2,chrome_89,1,Returning_Visitor,FALSE,,111.0257938,log_100,,0
917,,160.0952381,3,94.5 minutes,47,1682.870247 minutes,,0.001333333,0.007891429,5.698642857,0,Mar,3,chrome_90.1.7,6,Returning_Visitor,FALSE,c_10,98.61487234,log200,,1
918,0,0,0,0.0 minutes,9,210.0 minutes,210,0.044444444,0.055555556,0,0,Mar,1,safari_15.4,3,Returning_Visitor,FALSE,c_3,89.24643151,log400,,0
919,0,0,0,0.0 minutes,20,,332,0.03,0.06,0,0,Mar,4,safari_13,3,Returning_Visitor,FALSE,c_1,117.601698,log400,,0
920,1,45,0,0.0 minutes,13,1610.916667 minutes,1655.916667,0,0.007142857,0,0,Mar,1,safari_13.1,1,New_Visitor,TRUE,,91.29945518,log_100,,0
921,4,177.1666667,0,0.0 minutes,50,1188.566667 minutes,,0.007843137,0.018300654,0,0,Mar,2,,3,Returning_Visitor,FALSE,c_3,101.8892128,log400,,0
922,0,0,0,0.0 minutes,3,98.0 minutes,,0,0.066666667,0,0,Mar,2,browser_6_v10,7,Returning_Visitor,FALSE,c_1,110.7018621,log400,,0
923,0,0,1,36.33333333 minutes,38,1663.683333 minutes,1700.016666,0.005405405,0.022972973,0,0,Mar,2,chrome_98.0.1,4,Returning_Visitor,FALSE,c_1,96.53032781,log400,,0
924,4,43.5,0,0.0 minutes,39,930.3 minutes,973.8,0.001190476,0.010997732,0,0,Mar,4,browser_5_v16,1,Returning_Visitor,TRUE,c_3,82.29111862,log_100,,0
925,,0,0,0.0 minutes,21,1003.0 minutes,1003,0,0.008333333,0,0,Mar,2,,1,Returning_Visitor,FALSE,c_1,104.6760537,log200,,0
926,0,0,0,0.0 minutes,3,69.0 minutes,,0,0.066666667,0,0,Mar,2,chrome_89,2,Returning_Visitor,FALSE,c_6,95.51113225,log400,,0
927,0,0,0,0.0 minutes,27,1199.725758 minutes,1199.725758,0.007407407,0.01691358,9.028406684,,Mar,1,safari_13,2,Returning_Visitor,FALSE,c_3,103.2237732,log_100,,0
928,0,,0,0.0 minutes,34,1524.058333 minutes,,0.019393939,0.025282904,11.77367361,0,Mar,3,chrome_90.1.7,3,Returning_Visitor,FALSE,c_1,99.19359572,log_100,,0
929,0,0,0,0.0 minutes,37,1229.766667 minutes,,0.005405405,0.014414414,0,0,Mar,2,chrome_80,1,Returning_Visitor,TRUE,c_3,102.6933832,log404,,0
930,0,0,0,0.0 minutes,13,972.6 minutes,972.6,0,0.007692308,0,,Mar,2,,3,Returning_Visitor,FALSE,c_10,122.0570299,log200,,0
931,5,159,0,0.0 minutes,17,438.4333333 minutes,597.4333333,0.003030303,0.027272727,0,0,Mar,1,safari_15.4,3,Returning_Visitor,FALSE,c_3,88.34036757,log202,,0
932,0,0,0,0.0 minutes,10,270.0 minutes,270,0,0.004,0,0,Mar,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,102.6623545,log_100,,0
933,0,0,0,0.0 minutes,3,,333,0,0.066666667,0,0,Mar,2,chrome_99.1.3,2,Returning_Visitor,TRUE,c_1,82.86308586,log_100,,0
934,0,0,0,0.0 minutes,27,845.5 minutes,,0,0.007407407,0,0,Mar,4,safari_13.1,1,Returning_Visitor,TRUE,c_11,94.70026212,log404,,0
935,1,54,1,237.0 minutes,16,744.5 minutes,1035.5,0.013333333,0.033777778,0,0,Mar,2,chrome_89,6,Returning_Visitor,FALSE,c_2,96.0931979,log404,,0
936,0,0,0,0.0 minutes,,1129.0 minutes,1129,0.00952381,0.038095238,0,0,Mar,2,browser_5_v16,5,Returning_Visitor,FALSE,c_1,87.30215885,log8080,,0
937,2,34,0,0.0 minutes,8,358.0 minutes,392,0,0.02,0,0,Mar,2,chrome_90.1.7,1,Returning_Visitor,FALSE,,89.0305432,log404,,0
938,0,0,,0.0 minutes,24,832.0 minutes,,0,0.020289855,21.92521348,0,Mar,2,browser_6_v7,6,Returning_Visitor,FALSE,c_1,94.31535837,log200,,0
939,0,0,0,0.0 minutes,4,36.5 minutes,,0,0.05,0,0,Mar,2,chrome_99.1.3,7,Returning_Visitor,FALSE,c_1,101.0868484,log400,,0
940,0,0,0,0.0 minutes,7,157.0 minutes,,0,0.014285714,0,0,Mar,3,chrome_89,1,Returning_Visitor,FALSE,c_2,97.53694836,log_100,,0
941,3,36,,0.0 minutes,9,71.33333333 minutes,107.3333333,0,0.02,0,0,Mar,,chrome_99.1.3,1,New_Visitor,FALSE,c_11,110.5170901,log404,,0
942,7,196,,138.5 minutes,11,227.5 minutes,,0,0.006666667,0,0,Mar,3,chrome_80,5,New_Visitor,TRUE,c_8,106.4759923,log200,,0
943,0,0,0,0.0 minutes,10,229.25 minutes,229.25,0,0.06,0,0,Mar,1,safari_13.1,6,Returning_Visitor,FALSE,c_2,87.40833874,log200,,0
944,0,0,1,29.0 minutes,9,225.8333333 minutes,254.8333333,0,0.02,0,0,Mar,2,chrome_99.1.4,1,Returning_Visitor,TRUE,c_3,104.3043773,log200,,0
945,2,21,1,26.0 minutes,22,326.5833333 minutes,,0.018181818,0.066666667,0,0,Mar,3,chrome_89,4,Returning_Visitor,FALSE,c_3,88.53770882,log404,,0
946,,231,1,8.0 minutes,104,3486.690476 minutes,3725.690476,0.003301887,0.013104972,0,0,Mar,2,browser_10_v8,1,Returning_Visitor,TRUE,c_1,111.5355742,log8080,,0
947,0,0,,0.0 minutes,8,863.3333333 minutes,863.3333333,0,0.014583333,0,0,Mar,2,chrome_80,4,Returning_Visitor,TRUE,,97.93867269,log202,,0
948,0,0,0,0.0 minutes,1,,67,0.1,0.133333333,0,0,Mar,3,browser_3_v17,1,Returning_Visitor,FALSE,c_3,114.8976072,log404,,0
949,6,60,2,61.0 minutes,23,1031.704762 minutes,1152.704762,0,0.007111111,33.14784917,0,Mar,4,chrome_80,9,Returning_Visitor,TRUE,c_10,88.46358951,log_100,,1
950,0,0,0,0.0 minutes,24,917.0833333 minutes,,0.008333333,0.031944444,0,0,Mar,3,chrome_99.1.3,1,Returning_Visitor,TRUE,c_1,99.96969093,log200,,0
951,3,61,0,0.0 minutes,19,573.6571429 minutes,,0.036842105,0.04,0,0,Mar,1,safari_15.2,2,Returning_Visitor,FALSE,c_1,95.94681607,log8080,,0
952,0,0,0,0.0 minutes,13,,238.1666667,0,0.007692308,0,,Mar,2,chrome_90.1.7,6,Returning_Visitor,FALSE,c_2,112.0907524,log404,,0
953,3,227,0,0.0 minutes,3,164.0 minutes,391,0,0.013333333,0,0,Mar,1,safari_15,3,New_Visitor,FALSE,c_2,97.72364743,log400,,0
954,0,0,5,,31,750.5904762 minutes,,0.007407407,0.036957672,0,0,Mar,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_2,100.6771258,log404,,0
955,1,464,0,0.0 minutes,19,1834.083333 minutes,,0.02,0.03125,0,0,Mar,2,chrome_99.1.4,2,Returning_Visitor,FALSE,c_10,117.0515708,log8080,,0
956,0,0,3,300.0 minutes,13,509.1214286 minutes,809.1214286,0.006666667,0.002222222,40.7932,0,Mar,3,chrome_98.0.1,7,Returning_Visitor,TRUE,c_2,83.4170131,log_100,0.058866821,1
957,0,0,0,,2,19.0 minutes,19,0,0.1,0,0,Mar,1,safari_15,1,Returning_Visitor,FALSE,c_1,81.3476727,log202,,0
958,3,80.42857143,0,0.0 minutes,61,5900.351378 minutes,,0,0.007213115,0,0,Mar,3,chrome_98.0.1,3,Returning_Visitor,FALSE,c_10,101.7528005,log8080,,0
959,0,,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Mar,1,chrome_99.1.3,9,Returning_Visitor,FALSE,c_2,115.9435476,log_100,,0
960,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Mar,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_1,87.55861629,log_100,,0
961,0,0,0,0.0 minutes,13,,,0.006153846,0.044615385,0,0,Mar,2,browser_5_v14,1,Returning_Visitor,FALSE,c_3,90.65042417,log400,,0
962,0,0,0,0.0 minutes,12,,200,0,0.047222222,0,0,Mar,2,chrome_99.1.3,1,Returning_Visitor,TRUE,c_2,105.9692418,log400,,0
963,3,61.5,0,0.0 minutes,16,946.1666667 minutes,1007.666667,0,0.010526316,0,0,Mar,2,chrome_99.1.3,1,New_Visitor,FALSE,c_10,112.5585876,log_100,,0
964,0,0,0,0.0 minutes,2,0.0 minutes,0,0.2,0.2,0,0,Mar,2,chrome_90.1.7,1,Returning_Visitor,FALSE,c_1,95.39402759,log202,,0
965,0,0,,,3,,514,0,0.066666667,,,Mar,2,,3,,FALSE,,,log400,,0
966,1,58,0,0.0 minutes,5,64.0 minutes,122,0,0.016666667,0,0,Mar,1,safari_14.1,4,New_Visitor,FALSE,c_2,87.42128855,log400,,0
967,0,0,0,0.0 minutes,2,210.0 minutes,210,0,0.1,0,0,Mar,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,118.6120453,log8080,,0
968,0,0,0,0.0 minutes,9,771.5 minutes,,0.022222222,0.044444444,0,0,Mar,1,safari_15.4,6,Returning_Visitor,FALSE,c_1,80.07520752,log400,,0
969,1,4,0,0.0 minutes,37,1096.75 minutes,1100.75,0,0.020175439,0,0,Mar,2,chrome_99.1.4,6,Returning_Visitor,FALSE,,100.8153508,log400,,0
970,0,0,0,0.0 minutes,5,381.6666667 minutes,,0,0.02,0,0,Mar,1,safari_14.1,3,Returning_Visitor,FALSE,c_2,98.06500958,log200,,0
971,9,210.6666667,3,127.0 minutes,55,,,0.006451613,0.02016129,14.68324522,0,Mar,2,browser_5_v14,1,Returning_Visitor,FALSE,c_2,106.6497504,log200,,0
972,0,0,0,0.0 minutes,4,69.0 minutes,,0,0.05,0,0,Mar,1,safari_15.2,1,Returning_Visitor,FALSE,c_2,101.0296092,log200,,0
973,0,0,0,0.0 minutes,5,103.0 minutes,103,0,0.04,0,0,Mar,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_2,102.7424995,log202,,0
974,0,0,0,0.0 minutes,2,36.5 minutes,36.5,0,0.033333333,0,0,Mar,3,chrome_90.1.7,1,Returning_Visitor,FALSE,c_1,107.69945,log202,,0
975,0,0,0,0.0 minutes,6,226.0 minutes,226,0,0.04,0,0,Mar,2,chrome_89,1,Returning_Visitor,FALSE,c_2,85.16198063,log404,,0
976,2,0,0,0.0 minutes,17,1394.666667 minutes,1394.666667,0,0.029761905,0,0,Mar,2,edge_98.0.1108.84,2,Returning_Visitor,FALSE,c_6,76.05494814,log404,,0
977,5,282,0,0.0 minutes,8,326.0 minutes,608,0,0.022222222,0,,Mar,1,safari_15,1,Returning_Visitor,FALSE,c_3,101.5662459,log202,,0
978,0,0,0,0.0 minutes,9,459.8307692 minutes,459.8307692,0,0.001587302,0,0,Mar,3,chrome_90.1.7,8,Returning_Visitor,TRUE,c_2,99.60071162,log_100,,0
979,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Mar,1,safari_15,3,Returning_Visitor,FALSE,c_1,104.4837708,log200,,0
980,1,112,0,0.0 minutes,37,2043.5 minutes,2155.5,0.005555556,0.016666667,12.3578472,0,Mar,2,browser_5_v13,3,Returning_Visitor,FALSE,c_6,92.93868604,log8080,,1
981,4,73.5,,0.0 minutes,,663.4666667 minutes,736.9666667,0.002564103,0.004395604,0,0,Mar,3,chrome_90.1.7,1,Returning_Visitor,FALSE,c_1,101.5021739,log_100,,0
982,3,184.6888889,0,0.0 minutes,129,7669.250794 minutes,7853.939683,0,0.009135204,0,0,Mar,2,chrome_89,8,Returning_Visitor,FALSE,c_13,107.6260006,log8080,,0
983,0,0,0,0.0 minutes,11,296.45 minutes,,0,0.007792208,0,0,Mar,3,chrome_90.1.7,6,Returning_Visitor,FALSE,c_2,92.27769883,log_100,,0
984,0,0,0,0.0 minutes,19,392.0 minutes,392,0.021052632,0.052631579,0,0,Mar,2,chrome_99.1.3,5,Returning_Visitor,TRUE,c_1,112.5622933,log202,,0
985,1,19,0,0.0 minutes,13,748.6666667 minutes,767.6666667,0,0.020512821,0,0,Mar,1,chrome_80,6,Returning_Visitor,FALSE,c_3,91.83197782,log8080,,0
986,,302,0,0.0 minutes,18,834.6666667 minutes,1136.666667,0.004761905,0.021269841,0,0,Mar,1,safari_14,1,Returning_Visitor,TRUE,c_9,104.8486493,log_100,,0
987,0,0,0,0.0 minutes,2,5.0 minutes,5,0,0.1,0,0,Mar,2,chrome_90.1.7,1,Returning_Visitor,TRUE,c_1,101.4821316,log8080,,0
988,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Mar,1,safari_15.4,1,Returning_Visitor,TRUE,c_9,110.9679998,log8080,,0
989,0,0,0,0.0 minutes,3,11.0 minutes,,0.05,0.15,0,0,Mar,3,browser_3_v19,1,Returning_Visitor,FALSE,c_1,96.76796975,log8080,,0
990,0,0,1,37.0 minutes,15,497.3333333 minutes,534.3333333,0.0125,0.0375,0,0,Mar,1,safari_15.2,2,Returning_Visitor,FALSE,c_1,107.7141762,log_100,,0
991,10,117.3333333,0,0.0 minutes,28,631.9896825 minutes,,0.017647059,0.022794118,10.16517157,0,Mar,3,browser_7_v19,1,Returning_Visitor,FALSE,c_2,110.8580703,log8080,,1
992,1,0,0,0.0 minutes,8,192.1666667 minutes,,0,0.025,0,0,Mar,1,safari_15.4,9,Returning_Visitor,TRUE,c_9,113.0254907,log400,,0
993,1,0,0,0.0 minutes,16,,1296.6,0.022222222,0.033333333,13.28355556,0,Mar,3,chrome_98.0.1,4,Returning_Visitor,FALSE,c_2,107.2995402,log_100,,1
994,0,0,0,0.0 minutes,3,17.0 minutes,,0.1,0.111111111,0,0,Mar,1,safari_13.1,1,Returning_Visitor,FALSE,c_1,105.7233425,log400,,0
995,0,0,1,41.0 minutes,13,698.0 minutes,,0,0.032142857,0,,Mar,2,browser_5_v15,2,Returning_Visitor,FALSE,c_1,82.95756095,log404,,0
996,1,14,0,0.0 minutes,17,1093.142857 minutes,1107.142857,0,0.02125,0,0,Mar,2,chrome_89,2,Returning_Visitor,FALSE,c_2,103.5130861,log404,,0
997,1,5,0,0.0 minutes,9,2397.5 minutes,2402.5,0,0.02,0,0,Mar,4,safari_13.1,3,Returning_Visitor,FALSE,c_3,112.6684059,log_100,,0
998,2,107,0,0.0 minutes,3,56.0 minutes,163,0,0.04,0,0,Mar,1,safari_14.1,3,New_Visitor,FALSE,c_2,92.68018098,log404,,0
999,0,0,0,0.0 minutes,3,39.66666667 minutes,39.66666667,0,0.033333333,0,0,Mar,2,edge_96.0.1054.72,1,Returning_Visitor,FALSE,,90.07382068,log8080,,0
1000,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Mar,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_3,89.56421338,log8080,,0
1001,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Mar,3,chrome_99.1.3,1,Returning_Visitor,FALSE,,98.99625269,log400,,0
1002,0,0,1,42.0 minutes,20,,450.3333333,0,0.003174603,33.47777322,0,Mar,2,edge_96.0.1054.75,7,Returning_Visitor,FALSE,c_2,112.3984,log400,,1
1003,,0,,0.0 minutes,,0.0 minutes,0,0.2,0.2,0,0,Mar,1,safari_15,1,Returning_Visitor,FALSE,c_10,87.14276069,log8080,,0
1004,1,7,0,0.0 minutes,,906.5666667 minutes,,0,0.006896552,0,0,Mar,4,safari_13,1,New_Visitor,TRUE,c_2,100.0034168,log400,,0
1005,0,0,0,0.0 minutes,4,149.0 minutes,,0,0.05,0,0,Mar,2,,1,Returning_Visitor,FALSE,c_2,107.3474455,log404,,0
1006,0,0,0,0.0 minutes,30,1224.75 minutes,1224.75,0,0.007142857,21.04864167,0,Mar,2,edge_98.0.1108.84,2,New_Visitor,FALSE,c_2,102.25692,log_100,,1
1007,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Mar,2,edge_96.0.1054.75,1,Returning_Visitor,FALSE,c_1,87.07651819,log404,,0
1008,2,52,1,17.66666667 minutes,18,1262.0 minutes,1331.666667,0,0.00952381,0,0,Mar,2,chrome_99.1.3,1,New_Visitor,FALSE,c_2,85.63199635,log400,,0
1009,0,0,,0.0 minutes,12,207.0 minutes,,0,0.036666667,0,0,Mar,2,chrome_99.1.4,3,Returning_Visitor,FALSE,c_2,105.5754627,log400,,0
1010,1,19,0,,7,115.6666667 minutes,,0,0.028571429,0,0,Mar,3,chrome_80,2,Returning_Visitor,FALSE,c_10,100.2764972,log404,,0
1011,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Mar,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_2,89.11430924,log200,,0
1012,1,0,0,0.0 minutes,3,321.5 minutes,321.5,0.05,0.1,0,0,Mar,3,chrome_89,2,Returning_Visitor,FALSE,c_1,86.80648849,log_100,,0
1013,9,204.0833333,0,0.0 minutes,63,3552.702381 minutes,,0,0.007,19.95572297,0,Mar,1,chrome_90.1.7,8,New_Visitor,FALSE,c_8,92.81802984,log200,,1
1014,2,151,0,0.0 minutes,19,716.3571429 minutes,867.3571429,0.004761905,0.015873016,10.8692605,0,Mar,1,safari_15,7,Returning_Visitor,TRUE,c_1,97.20043238,log8080,,1
1015,6,98,0,0.0 minutes,12,343.0 minutes,441,0.019444444,0.032222222,0,0,Mar,1,chrome_80,1,Returning_Visitor,TRUE,c_2,121.13783,log400,,0
1016,6,52,1,24.0 minutes,56,3763.166667 minutes,,0.003389831,0.01480226,10.37042373,0,Mar,,chrome_89,1,Returning_Visitor,FALSE,,106.0828875,log400,,1
1017,,0,0,0.0 minutes,,,,0,,,,Mar,1,,,New_Visitor,,,93.04591032,,,0
1018,0,0,0,0.0 minutes,3,81.0 minutes,81,0,0.066666667,0,0,Mar,1,safari_13.1,1,Returning_Visitor,FALSE,c_1,96.47338689,log404,,0
1019,0,0,,0.0 minutes,7,251.6666667 minutes,251.6666667,0.028571429,0.011428571,0,0,Mar,3,chrome_98.0.1,1,Returning_Visitor,TRUE,c_6,95.85301525,log202,7.618253527,0
1020,4,132,,0.0 minutes,7,,,0.036,0.029285714,0,0,Mar,3,chrome_89,7,Returning_Visitor,FALSE,c_8,93.75044648,log200,,0
1021,0,0,0,0.0 minutes,3,79.5 minutes,,0,0.033333333,0,0,Mar,3,chrome_90.1.7,2,Returning_Visitor,FALSE,,97.65849774,log202,,0
1022,,23,0,0.0 minutes,6,83.0 minutes,,0,0.014285714,0,0,Mar,2,chrome_89,6,New_Visitor,FALSE,c_2,90.30530617,log8080,,0
1023,2,20,0,0.0 minutes,17,584.5 minutes,604.5,0,0.011111111,0,,Mar,2,chrome_99.1.4,9,Returning_Visitor,FALSE,c_2,88.05600969,log_100,,0
1024,3,39,0,0.0 minutes,30,940.8333333 minutes,979.8333333,0.012121212,0.024242424,0,0,Mar,1,,3,Returning_Visitor,FALSE,c_3,100.9780759,log202,,0
1025,2,152.8333333,0,0.0 minutes,20,791.6666667 minutes,,0.011111111,0.016666667,41.35007203,,Mar,1,safari_14,1,New_Visitor,FALSE,c_2,84.35951467,log400,,1
1026,,0,0,0.0 minutes,77,4346.541667 minutes,,0.003070175,0.023099415,0,0,Mar,4,safari_14.1,1,Returning_Visitor,FALSE,c_2,106.4129675,log400,,0
1027,0,0,0,0.0 minutes,5,50.5 minutes,50.5,0,0.04,0,0,Mar,2,chrome_99.1.4,1,Returning_Visitor,TRUE,c_1,107.6265542,log200,,0
1028,0,0,0,0.0 minutes,6,74.0 minutes,,0,0.02,0,0,Mar,2,edge_96.0.1054.72,6,Returning_Visitor,FALSE,c_8,95.49214674,log200,,0
1029,0,0,,0.0 minutes,8,,,0.057142857,0.095238095,0,0,Mar,1,chrome_89,2,Returning_Visitor,FALSE,c_1,102.707327,log200,,0
1030,0,0,0,0.0 minutes,6,59.0 minutes,,0,0.033333333,0,0,Mar,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,100.634725,log_100,,0
1031,0,0,0,0.0 minutes,6,62.0 minutes,62,0,0.04,0,0,Mar,,chrome_99.1.4,1,Returning_Visitor,FALSE,c_1,96.69044688,log200,,0
1032,0,0,0,0.0 minutes,30,365.4 minutes,,0.027586207,0.035862069,0,0,Mar,3,chrome_80,6,Returning_Visitor,FALSE,c_1,108.0982945,log200,,0
1033,2,15,0,0.0 minutes,7,50.5 minutes,,0,0.028571429,0,0,Mar,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_3,120.0956427,log_100,,0
1034,5,710.3333333,0,0.0 minutes,23,7533.272727 minutes,8243.60606,0,0.007407407,0,0,Mar,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_2,103.9440752,log400,,0
1035,4,84,0,,35,,1143,0,0.005882353,0,0,Mar,2,chrome_99.1.3,3,New_Visitor,FALSE,c_2,107.5193538,log8080,,0
1036,0,0,0,0.0 minutes,5,52.0 minutes,52,0,0.02,0,,Mar,2,edge_98.0.1108.84,7,Returning_Visitor,FALSE,,99.2586924,log202,,0
1037,,151,0,0.0 minutes,6,892.0 minutes,1043,0,0.018518519,0,0,Mar,3,chrome_98.0.1,3,Returning_Visitor,TRUE,c_3,102.4721202,log8080,,0
1038,4,83.5,0,0.0 minutes,9,430.5 minutes,514,0,0.015384615,0,0,Mar,2,chrome_99.1.3,1,New_Visitor,FALSE,c_2,95.72738677,log400,,0
1039,0,0,0,0.0 minutes,17,132.6333333 minutes,,0.011764706,0.007843137,0,0,Mar,1,safari_15.2,1,Returning_Visitor,FALSE,,107.727703,log400,,0
1040,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,Mar,3,chrome_99.1.4,3,Returning_Visitor,FALSE,c_1,104.9824379,log8080,,0
1041,0,0,,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,Mar,1,safari_13,1,Returning_Visitor,FALSE,,115.7417879,log8080,,0
1042,0,0,0,0.0 minutes,14,363.3181818 minutes,363.3181818,0.014285714,0.023809524,0,0,Mar,1,safari_14.1,1,Returning_Visitor,FALSE,c_3,103.5631427,log404,,0
1043,0,0,0,0.0 minutes,3,73.0 minutes,73,0,0.066666667,0,0,Mar,2,edge_97.0.1072.76,1,Returning_Visitor,FALSE,c_7,97.19361576,log400,,0
1044,0,0,0,0.0 minutes,8,612.0 minutes,,0,0.014285714,0,0,Mar,3,browser_3_v14,1,New_Visitor,TRUE,c_2,90.03811614,log_100,,0
1045,9,848.1428571,4,388.6666667 minutes,33,595.0095238 minutes,,0,0.004651163,0,0,Mar,2,chrome_80,1,New_Visitor,FALSE,c_10,95.38211395,log_100,,0
1046,0,0,0,0.0 minutes,6,495.0 minutes,,0,0.02,77.96,0,Mar,1,chrome_99.1.4,9,Returning_Visitor,TRUE,c_2,96.33817428,log200,,1
1047,0,0,0,0.0 minutes,4,49.5 minutes,49.5,0,0.016666667,0,0,Mar,2,,9,Returning_Visitor,FALSE,c_2,103.2170168,log8080,,0
