id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,latitude,longtitude
3826000560,20141002T000000,173000,2,1,1740,8100,1,0,0,3,1947,0,9817,47.4942,-122.304
7011201245,20141107T000000,655000,3,1,1270,3600,1.5,0,0,3,1906,0,9812,47.6368,-122.37
9222400510,20150107T000000,406000,2,1,880,3000,1,0,0,3,1924,0,9812,47.6749,-122.323
9455200570,20141217T000000,632000,6,2.5,2560,8320,1,0,0,3,1961,0,9813,47.7021,-122.287
2112700030,20141126T000000,357000,5,2.75,1540,4000,1,0,0,3,1990,0,9811,47.533,-122.354
8658300260,20141209T000000,361000,3,1.75,1150,17585,1,0,0,3,1964,0,9801,47.6503,-121.908
3996900160,20140708T000000,277000,2,1,770,8149,1,0,0,3,1948,0,9816,47.7458,-122.298
5561400340,20140605T000000,630000,4,3.75,4610,40202,1,0,0,4,1980,0,9803,47.4599,-122
11900140,20140509T000000,254000,3,2.5,1850,4597,2,0,0,3,2003,0,9804,47.3755,-122.136
6071600340,20141113T000000,472800,3,2.25,1840,8400,1,0,0,3,1961,0,9801,47.5497,-122.172
1231000510,20140922T000000,263000,3,1.75,1490,3800,1,0,0,3,1913,0,9812,47.5554,-122.27
1231000510,20150504T000000,510000,3,1.75,1490,3800,1,0,0,3,1913,0,9812,47.5554,-122.27
7683800192,20141107T000000,179950,3,1,960,10125,1,0,0,4,1952,0,9800,47.3335,-122.305
4123400340,20141203T000000,525000,4,2.25,1580,7307,1,0,0,3,1973,0,9803,47.569,-122.086
5458300685,20140520T000000,479000,3,2.5,1260,889,3,0,0,3,2008,0,9811,47.6277,-122.345
194000505,20140904T000000,651000,3,2,1940,6440,1,0,2,5,1940,0,9812,47.5664,-122.389
3885804305,20140911T000000,949000,4,1.75,2490,7834,1,0,3,4,1958,0,9803,47.6851,-122.209
3971700560,20150421T000000,392400,5,2.5,2520,27951,1.5,0,0,3,1942,1970,9816,47.7733,-122.318
8585400135,20141105T000000,585000,4,1.75,1760,5356,1,0,0,4,1950,0,9812,47.679,-122.288
8691500990,20141212T000000,460000,4,2.5,4190,7504,2,0,0,3,2004,0,9806,47.4394,-122.114
2770606685,20140813T000000,470000,3,1,1170,4400,1,0,0,3,1951,0,9820,47.6584,-122.391
8856971000,20150406T000000,245000,3,2.5,1600,4271,2,0,0,3,2003,0,9804,47.386,-122.036
1026049082,20141125T000000,500000,4,2,2760,27631,2,0,0,4,1978,0,9816,47.7484,-122.291
2095800400,20141113T000000,455000,3,2.5,2090,8653,2,0,0,3,1989,0,9801,47.7498,-122.184
7852030240,20150408T000000,485500,4,2.5,2320,3974,2,0,0,3,1999,0,9807,47.532,-121.88
6321000045,20141222T000000,1.88E+06,5,3.25,4110,7920,2,0,3,3,1921,0,9812,47.617,-122.282
3751600030,20140717T000000,100000,2,1,770,17334,1,0,0,3,1978,0,9800,47.2997,-122.269
4046500510,20140905T000000,307000,3,1.75,1410,16105,1,0,0,3,1982,0,9801,47.6927,-121.913
8029520240,20141010T000000,475000,4,3.5,3660,14401,2,0,0,3,1994,0,9802,47.3076,-122.396
7016310030,20150219T000000,330000,4,2.5,2180,7210,1,0,0,3,1972,0,9801,47.7419,-122.181
1238500451,20150209T000000,130000,3,1,1110,7520,1,0,0,4,1960,0,9803,47.683,-122.176
4401150070,20140623T000000,320000,3,2.5,2280,7417,2,0,0,3,1998,0,9800,47.3557,-122.278
3331000070,20140606T000000,735000,4,2.5,2820,6180,2,0,0,3,2013,0,9812,47.5529,-122.281
2636900126,20150312T000000,365000,4,2.5,1570,9600,1,0,0,3,1972,0,9816,47.7757,-122.303
1842900030,20150416T000000,234000,3,1.5,1200,11935,1,0,0,4,1968,0,9804,47.3434,-122.082
1761300310,20140827T000000,211000,4,2,1710,8288,1.5,0,0,3,1970,0,9803,47.3947,-122.174
5249800729,20150330T000000,680000,6,3.5,3000,6320,2,0,2,3,1969,0,9812,47.562,-122.279
5104511600,20141112T000000,457000,4,3,2800,7845,2,0,0,3,2002,0,9804,47.3544,-122.013
8663370060,20141009T000000,349000,3,2.25,1640,7261,2,0,0,3,1989,0,9803,47.7192,-122.176
613400030,20141024T000000,360000,3,2.75,2030,6840,1,0,0,3,1979,0,9811,47.5413,-122.299
6004510240,20150414T000000,350000,4,2.5,2530,10155,2,0,0,3,1998,0,9804,47.351,-122.146
1450100070,20150430T000000,208000,3,1,990,7420,1,0,0,5,1960,0,9800,47.2898,-122.221
6117501820,20140618T000000,250275,2,1,790,11234,1,0,0,4,1942,0,9817,47.4413,-122.349
6117501820,20150428T000000,435000,2,1,790,11234,1,0,0,4,1942,0,9817,47.4413,-122.349
5420300240,20141205T000000,270000,3,1.75,1800,7763,1,0,0,3,1984,0,9803,47.3766,-122.184
4140900140,20140527T000000,438000,3,1.75,1650,12940,1,0,0,4,1961,0,9803,47.7629,-122.268
1630700135,20141119T000000,659000,4,2,1980,23625,2,0,0,3,1938,1984,9807,47.7553,-122.092
5166700055,20150504T000000,645000,4,2.75,2340,6350,1,0,0,4,1974,0,9813,47.5559,-122.379
3224600310,20141030T000000,685100,4,2.5,2790,5423,2,0,0,3,1999,0,9807,47.6085,-122.017
7227802030,20140623T000000,350000,7,3,2800,9569,1,0,2,3,1963,0,9806,47.5102,-122.183
226059078,20150227T000000,375000,2,1,1840,81892,1,0,0,3,1955,0,9807,47.7694,-122.124
1796100140,20140715T000000,170000,3,1.5,1350,81549,1,0,0,2,1966,0,9809,47.3099,-122.09
5309100140,20140624T000000,880000,4,2.5,3030,3841,3,0,0,3,2005,0,9812,47.6781,-122.369
8658300510,20150419T000000,410500,4,2.5,1980,5000,2,0,0,3,2008,0,9801,47.6492,-121.908
8691300060,20141023T000000,780000,4,2.5,3690,13609,2,0,2,3,1996,0,9808,47.5872,-121.972
9103000393,20140910T000000,1.23E+06,5,4.5,3732,4426,2.5,0,0,3,2001,0,9811,47.6189,-122.288
8682281170,20141113T000000,449000,2,1.75,1510,6852,1,0,0,3,2005,0,9805,47.7073,-122.012
472000055,20140514T000000,546000,3,1.75,2000,5000,1,0,0,4,1921,0,9812,47.6859,-122.399
2473400570,20140516T000000,317000,3,2,1760,11410,1,0,0,5,1977,0,9806,47.4528,-122.163
3449500135,20140625T000000,276900,3,1,1270,7566,1,0,0,4,1958,0,9806,47.5074,-122.175
1926049355,20141028T000000,399000,5,2,2620,7030,1,0,0,3,1965,0,9813,47.7338,-122.352
8650000070,20140808T000000,495000,5,2.75,2630,10165,1,0,0,4,1976,0,9803,47.5196,-122.049
8732131200,20140808T000000,258000,3,1.75,2270,9000,1,0,0,4,1978,0,9802,47.3077,-122.381
1624079051,20140710T000000,600000,2,2.5,2410,102366,1,0,0,4,1912,1989,9802,47.5629,-121.918
993001629,20141117T000000,265000,3,2.75,1120,881,3,0,0,3,1999,0,9810,47.6914,-122.343
3832711040,20150424T000000,321000,5,2.75,3030,7000,1,0,0,4,1978,0,9803,47.3661,-122.28
5244801230,20140829T000000,682000,5,2.25,2120,4000,1.5,0,0,4,1910,0,9811,47.644,-122.353
2798600240,20141114T000000,295700,4,2.5,1720,5805,2,0,0,3,2000,0,9809,47.3286,-122.208
5701800030,20140506T000000,609000,4,2.5,2150,37981,2,0,0,3,1985,0,9805,47.7227,-122.098
7636800041,20140625T000000,995000,3,4.5,4380,47044,2,1,3,3,1968,1990,9817,47.4734,-122.365
3904901200,20140818T000000,530000,3,2.25,2010,11817,2,0,0,4,1986,0,9803,47.5665,-122.023
4109600055,20141229T000000,614000,5,2.5,3150,5150,2,0,0,5,1907,2004,9812,47.5506,-122.269
3339400349,20141124T000000,390000,3,2.5,2500,21780,1,0,0,3,1986,0,9809,47.3282,-122.198
7202340370,20141110T000000,467000,3,2.5,1690,6642,2,0,0,3,2004,0,9805,47.6793,-122.033
9477500060,20140813T000000,484000,6,2.5,3300,13501,1,0,0,3,1980,0,9806,47.5116,-122.163
4310701600,20141113T000000,340000,3,2.5,1240,1115,3,0,0,3,2003,0,9810,47.6985,-122.34
2215450060,20141223T000000,302495,3,2.5,2200,7201,2,0,0,3,1994,0,9803,47.3821,-122.207
2919702075,20140925T000000,532500,3,1.75,1620,3360,1,0,0,5,1927,0,9812,47.6886,-122.361
8079030350,20140910T000000,441500,3,2.5,2420,9592,2,0,0,3,1993,0,9806,47.5093,-122.153
7893804340,20140724T000000,470000,4,2.5,2680,8062,1,0,3,4,1967,0,9820,47.4132,-122.328
4389200765,20140625T000000,2.30E+06,4,3.25,4250,8570,2,0,0,3,2004,0,9800,47.6154,-122.21
1822069116,20141217T000000,590000,3,2.5,2400,99752,1,0,0,3,1996,0,9806,47.3917,-122.084
7276100282,20140729T000000,320000,3,1.75,2300,12000,1,0,0,3,1942,0,9813,47.7599,-122.343
567000392,20141103T000000,363000,2,2,920,1201,2,0,0,3,2009,0,9814,47.5926,-122.295
5729200030,20140707T000000,747500,4,2.25,2350,18600,2,0,0,4,1977,0,9803,47.7473,-122.257
8682220390,20140723T000000,750000,2,2.5,2630,7957,2,0,0,3,2003,0,9805,47.7106,-122.023
9828700200,20140505T000000,831000,4,3,2170,4000,2,0,0,4,1982,2011,9811,47.6196,-122.292
7852180560,20150424T000000,403000,3,2.5,1700,4125,2,0,0,3,2004,0,9807,47.5305,-121.854
3655400060,20140808T000000,445000,3,2.5,2470,4565,2,0,0,3,2005,0,9806,47.514,-122.189
7955030060,20150326T000000,345000,3,1,1250,17380,1,0,0,4,1970,0,9807,47.7502,-122.108
8964800445,20150209T000000,2.26E+06,3,3.5,3110,14872,1,0,0,3,2003,0,9800,47.6178,-122.209
6204410200,20140616T000000,371025,3,2,1530,8925,1,0,0,3,1977,0,9801,47.736,-122.199
7625702400,20140730T000000,355000,2,1,960,6250,1,0,0,3,1916,0,9814,47.5491,-122.386
5113200310,20140909T000000,270000,3,1,1240,14110,1,0,0,4,1972,0,9806,47.4579,-122.09
7893802800,20140605T000000,425000,4,2.75,2440,15349,2,0,1,4,1957,0,9820,47.4117,-122.333
2473003210,20150313T000000,364808,3,1.75,2320,7875,1,0,0,3,1967,0,9806,47.4524,-122.146
1402600570,20150113T000000,320000,3,2.25,1580,6561,1,0,0,3,1981,0,9806,47.4394,-122.14
8944460030,20141014T000000,325000,4,2.5,2963,5797,2,0,0,3,2006,0,9803,47.3831,-122.185
2473480560,20140904T000000,350000,3,2.25,2470,10290,2,0,0,3,1984,0,9806,47.4459,-122.124
3365900465,20150219T000000,170000,3,1.5,1370,10176,1,0,0,3,1947,0,9817,47.4738,-122.263
5341600030,20140509T000000,255000,2,1,960,28717,1,0,0,4,1984,0,9807,47.3356,-122.502
6073500160,20141210T000000,550000,3,1,1130,7500,1,0,0,3,1947,0,9812,47.6973,-122.389
2025760160,20140703T000000,835000,4,4.25,4930,25714,2,0,0,3,2005,0,9809,47.3069,-122.148
9393700140,20150310T000000,420000,3,1,1150,5120,1,0,0,4,1946,0,9812,47.5588,-122.392
5458800125,20140514T000000,925000,4,2.5,2190,7350,2.5,0,0,5,1958,0,9804,47.5786,-122.236
2492200435,20140606T000000,389250,2,1.5,1490,4080,1,0,0,3,1956,0,9813,47.5344,-122.381
3759500046,20150501T000000,748000,3,2.5,2600,10183,1,0,0,3,2004,0,9803,47.6984,-122.201
8648220260,20150324T000000,284000,3,1.75,1530,9600,1,0,0,3,1988,0,9804,47.3594,-122.076
6392001670,20140611T000000,588000,4,2,1680,5000,1,0,0,3,1950,0,9812,47.6858,-122.286
2026049155,20150320T000000,372500,3,1.75,1680,8648,1,0,0,4,1963,0,9813,47.7338,-122.332
2329800240,20150218T000000,285000,4,3,1900,7194,2,0,0,4,1988,0,9804,47.3768,-122.117
3380900125,20140527T000000,360000,3,1,1570,9467,1,0,0,3,1954,0,9818,47.7683,-122.359
1324079041,20141118T000000,275000,3,1,1370,17859,1,0,0,4,1930,0,9802,47.5617,-121.859
8682230550,20140916T000000,428000,2,2,1350,4225,1,0,0,3,2003,0,9805,47.7106,-122.03
853400240,20150325T000000,847000,6,2.5,3010,17864,2,0,0,3,1969,0,9818,47.7209,-122.372
2130702075,20140926T000000,316000,3,1,1010,7838,1,0,0,4,1977,0,9802,47.7422,-121.981
3260810260,20150505T000000,375000,3,2.5,2050,7205,2,0,0,3,2000,0,9800,47.3487,-122.304
2878600200,20140508T000000,533000,3,1,1670,4080,1,0,0,3,1967,0,9812,47.6899,-122.321
7298040310,20140523T000000,556000,5,2.5,3840,16905,2,0,0,3,1991,0,9802,47.2996,-122.342
766000240,20140915T000000,225000,4,2,2220,14120,1,0,0,3,1966,0,9804,47.361,-122.116
3459700340,20141030T000000,537250,4,2.5,2590,9530,1,0,0,4,1978,0,9816,47.7752,-122.285
2473251180,20141217T000000,255000,3,1,1180,13650,1,0,0,4,1967,0,9806,47.4551,-122.154
2407900200,20150409T000000,530000,4,2.5,2950,4836,2,0,0,3,2006,0,9806,47.479,-122.129
7558700030,20150413T000000,5.30E+06,6,6,7390,24829,2,1,4,4,1991,0,9804,47.5631,-122.21
203600140,20150324T000000,595000,3,2.75,2150,31238,2,0,0,3,1996,0,9801,47.6596,-121.96
4037800140,20140814T000000,548000,4,2,2100,8880,1,0,0,4,1958,0,9801,47.6115,-122.124
1683600240,20150320T000000,234975,3,1.75,1650,8073,1,0,0,3,1980,0,9809,47.3187,-122.182
1962200036,20140819T000000,600000,3,1.75,1620,1325,2.5,0,0,3,2005,0,9810,47.6498,-122.321
1775800510,20150324T000000,432000,4,1,1750,12528,1,0,0,4,1967,0,9807,47.743,-122.097
1822350070,20150202T000000,455000,3,1.5,1380,6657,2,0,0,3,1986,0,9803,47.7085,-122.217
7772400160,20141024T000000,279950,3,1.75,1510,11234,1,0,0,3,1965,0,9816,47.7571,-122.328
273900030,20141020T000000,267500,3,1.5,1600,9072,1,0,0,4,1963,0,9803,47.3737,-122.216
3323069084,20140909T000000,620000,4,2.5,1840,220308,2,0,0,3,2000,0,9804,47.4306,-122.049
4337000160,20150127T000000,110000,2,1,830,7590,1,0,0,2,1943,0,9817,47.4784,-122.335
9126100550,20140513T000000,625000,3,3.5,1810,1846,2,0,0,4,2009,0,9812,47.607,-122.305
5101405274,20140529T000000,389000,2,1,910,7000,1,0,0,3,1952,0,9812,47.6999,-122.305
4232400860,20140630T000000,1.20E+06,4,2,2120,3360,2,0,0,3,1905,0,9811,47.6227,-122.31
2723069082,20150424T000000,788500,4,2.25,2510,133729,2,0,0,4,1977,0,9803,47.4569,-122.02
7436500270,20140725T000000,567000,5,2.25,2100,6936,1,0,0,3,1974,0,9803,47.6737,-122.169
5153200030,20150113T000000,515000,2,2.25,2690,15000,1,0,2,3,1987,0,9802,47.3361,-122.353
4022900125,20140902T000000,605000,4,2.5,2430,11870,1,0,0,5,1968,0,9816,47.7761,-122.285
7841300505,20141027T000000,430000,4,3.75,2452,4800,2,0,0,3,1936,1994,9806,47.4744,-122.213
573000685,20140717T000000,805000,2,1.75,1550,6000,1,0,1,3,1920,0,9820,47.6712,-122.409
8961990160,20150413T000000,567500,3,2.5,2080,4556,2,0,0,3,1999,0,9807,47.6036,-122.014
1250202255,20140605T000000,647500,3,1.75,1290,3870,1,0,0,5,1916,0,9814,47.5873,-122.29
7234600796,20141126T000000,495000,2,1.75,1850,2530,2.5,0,0,4,1903,0,9812,47.6106,-122.31
3630180340,20141104T000000,825000,4,2.5,3370,5000,2,0,0,3,2006,0,9803,47.541,-121.998
5104450070,20150309T000000,435000,4,2.25,2730,7506,2,0,0,4,1987,0,9806,47.4627,-122.152
9477100060,20140909T000000,445950,3,1.75,1300,7800,1,0,0,5,1968,0,9803,47.7321,-122.195
4139440830,20140603T000000,960000,5,2.75,3040,10257,2,0,0,3,1993,0,9801,47.5531,-122.119
6772200055,20140917T000000,780000,4,3,2440,3600,1.5,0,0,5,1929,0,9810,47.6853,-122.331
8731982190,20140618T000000,274500,3,2.25,1720,9000,1,0,0,4,1969,0,9802,47.3191,-122.383
6300000335,20150429T000000,729953,5,3,3230,5167,1.5,0,0,4,1909,0,9813,47.7053,-122.34
9301300751,20140728T000000,464950,3,1.5,1200,890,2,0,0,3,2008,0,9811,47.6384,-122.342
9542100135,20141112T000000,620000,4,1.75,2350,18800,1,0,2,3,1959,0,9801,47.5904,-122.177
8691410700,20150116T000000,735000,4,3.5,3100,5600,2,0,0,3,2005,0,9808,47.5968,-121.978
217500135,20150421T000000,450000,4,2.25,2040,9565,1,0,0,3,1959,0,9813,47.7356,-122.335
3731800055,20140605T000000,450000,4,1,2000,4676,1.5,0,0,3,1916,1986,9812,47.5529,-122.268
7234600786,20140511T000000,842500,4,2.5,2160,5298,2.5,0,0,4,1902,0,9812,47.6106,-122.31
2423059104,20141008T000000,360000,3,2,1970,79714,1,0,0,3,1979,0,9806,47.4674,-122.107
1823039205,20140624T000000,585000,3,2.5,2270,100545,2,0,0,3,1998,0,9807,47.4815,-122.47
2423020260,20140814T000000,461000,3,2.25,1850,7923,1,0,0,4,1977,0,9803,47.7011,-122.171
2695600070,20140818T000000,345000,2,1,1350,4494,1,0,0,3,1949,0,9813,47.5315,-122.38
6844703240,20140702T000000,1.08E+06,3,2.5,3280,10302,1,0,0,3,1970,0,9812,47.6948,-122.286
3904940070,20150227T000000,643000,4,2.5,2270,8391,2,0,0,3,1988,0,9803,47.574,-122.013
1939130070,20140929T000000,690000,4,2.5,2820,8307,2,0,0,3,1990,0,9807,47.6253,-122.027
5589300370,20150401T000000,282000,4,1,1200,11111,1.5,0,0,3,1949,0,9816,47.7529,-122.306
3526039116,20141118T000000,549000,3,1.75,2000,6130,1,0,0,4,1951,0,9812,47.6925,-122.388
6821600390,20150108T000000,815000,3,2,2310,6000,2,0,1,4,1926,0,9820,47.648,-122.395
1925069082,20150511T000000,2.20E+06,5,4.25,4640,22703,2,1,4,5,1952,0,9805,47.6393,-122.097
8100400160,20150413T000000,700000,3,2.25,2330,11424,2,0,0,4,1984,0,9805,47.6386,-122.11
5556300102,20140714T000000,933399,3,2.5,3940,10360,2,0,0,3,1992,0,9805,47.6468,-122.116
7222000393,20140703T000000,290000,3,1,1440,11250,1,0,0,3,1967,0,9806,47.4627,-122.213
9407001860,20140524T000000,372000,4,1.75,1960,9300,1,0,0,5,1979,0,9805,47.4487,-121.772
9468200140,20140819T000000,450000,2,1.75,1250,2890,1,0,0,4,1920,0,9810,47.6795,-122.353
3295950240,20140905T000000,303700,3,2.5,1981,5700,2,0,0,3,2010,0,9803,47.3668,-122.178
3905000340,20140724T000000,672000,4,2.5,2440,10049,2,0,0,4,1989,0,9803,47.5744,-121.993
3374300070,20140623T000000,334000,4,1.5,1150,9360,1.5,0,0,3,1970,0,9803,47.7197,-122.173
7812800310,20140625T000000,260000,2,1,1120,5650,1,0,0,3,1944,0,9818,47.4979,-122.241
7015200685,20140731T000000,749950,3,1.75,1800,5700,1,0,0,4,1941,0,9812,47.6491,-122.367
3521069051,20141223T000000,330000,4,2.25,2380,122038,2,0,0,4,1984,0,9802,47.2624,-122.015
8032700140,20141028T000000,830000,5,3,2920,2808,2,0,0,3,1960,1992,9810,47.654,-122.342
6117500320,20140708T000000,1.13E+06,3,2.25,2790,13791,1,0,3,3,2006,0,9817,47.4389,-122.351
7305300045,20140707T000000,320000,3,1,1560,7552,1,0,0,4,1948,0,9816,47.7552,-122.327
922069139,20150414T000000,260000,2,1,1550,15250,1.5,0,0,5,1920,0,9804,47.407,-122.045
84000335,20140626T000000,225000,3,2,1700,11475,1,0,0,5,1945,0,9815,47.4851,-122.338
9232400055,20140917T000000,279200,1,1,640,6350,1,0,0,3,1939,0,9812,47.6976,-122.359
1453600202,20140520T000000,520000,4,3.5,2680,10000,2,0,0,3,1942,2014,9813,47.726,-122.296
3904910520,20140625T000000,505000,3,2.5,1860,8060,2,0,0,4,1987,0,9803,47.5674,-122.017
5469300270,20140506T000000,234000,3,1.75,1490,8366,1,0,0,4,1975,0,9804,47.375,-122.14
8681660060,20140929T000000,503000,4,2.5,2470,5044,2,0,0,3,2005,0,9816,47.7728,-122.271
3902300350,20140806T000000,606000,4,2.25,2390,8858,1,0,0,4,1979,0,9803,47.6925,-122.184
6392003490,20140723T000000,433500,3,1,1230,6000,1,0,0,4,1937,0,9812,47.6839,-122.281
3342700465,20150123T000000,250000,3,1.5,2840,10182,1,0,0,3,1951,0,9806,47.524,-122.2
2592210160,20140805T000000,719000,3,2.5,2120,9307,2,0,0,4,1984,0,9801,47.5477,-122.141
616000160,20141210T000000,381000,3,2,1770,14400,1,0,0,4,1959,0,9817,47.415,-122.337
1687000270,20140528T000000,267000,3,2.5,2495,4400,2,0,0,3,2007,0,9800,47.288,-122.283
4102000075,20140522T000000,275000,1,0.75,1170,14149,1,0,0,5,1962,0,9802,47.2653,-121.91
8078460550,20140513T000000,651000,4,2.5,2740,7140,2,0,0,3,1993,0,9807,47.6334,-122.021
2710600070,20150204T000000,439000,2,1,1050,5671,1,0,0,3,1949,0,9812,47.6767,-122.286
37000435,20150214T000000,325000,2,1,1130,5070,1,0,0,4,1955,0,9815,47.5141,-122.377
5100401414,20140502T000000,490000,2,1,880,6380,1,0,0,3,1938,1994,9812,47.6924,-122.322
5631500254,20141007T000000,519900,4,2.5,2403,6172,2,0,0,3,1999,0,9803,47.7361,-122.234
8567300140,20140723T000000,545000,4,2.75,3410,35040,2,0,0,3,1984,0,9804,47.4054,-122.03
98000060,20140714T000000,1.06E+06,4,4,5320,20041,2,0,0,3,2003,0,9808,47.5852,-121.966
2205500400,20140514T000000,542000,4,1.75,1900,8250,1,0,0,4,1955,0,9801,47.5765,-122.147
1726069084,20141208T000000,465000,4,1.75,1810,21650,2,0,0,4,1961,0,9808,47.7358,-122.076
8682291840,20150331T000000,408000,2,2,1200,3900,1,0,0,3,2006,0,9805,47.72,-122.024
5003600240,20141204T000000,292000,4,2.5,2060,5950,2,0,0,3,2000,0,9803,47.3631,-122.192
5636000400,20140507T000000,253000,3,1.75,1250,10122,1,0,0,3,1994,0,9801,47.3277,-122.001
3298700125,20140905T000000,280000,2,1,910,4662,1,0,0,5,1942,0,9811,47.5232,-122.354
7880000060,20140604T000000,658588,3,2.25,2560,41346,2,0,0,3,1986,0,9803,47.4871,-122.065
7811200310,20141216T000000,635000,4,2.25,1920,8910,1,0,0,4,1969,0,9801,47.5897,-122.156
5255690160,20141009T000000,439000,4,2.25,2240,8300,2,0,0,3,1978,0,9801,47.7746,-122.197
869700320,20140806T000000,300000,3,2.5,1260,3855,2,0,0,3,1999,0,9806,47.4908,-122.154
6052401631,20150205T000000,345000,3,1.5,1360,13496,1,0,0,4,1960,0,9820,47.4032,-122.314
5089700260,20140812T000000,283500,4,2.25,2100,8050,2,0,0,3,1978,0,9806,47.4391,-122.193
9473200105,20140924T000000,425000,2,1,2110,4920,1.5,0,0,3,1911,0,9810,47.6872,-122.339
6678900140,20150319T000000,685000,3,1.75,2210,8955,1,0,1,3,1974,0,9803,47.6621,-122.189
9552700550,20150421T000000,750000,3,2.5,2360,12987,2,0,0,3,1983,0,9801,47.5471,-122.149
2171400218,20150416T000000,245000,4,1.5,1280,8000,1,0,0,3,1960,0,9818,47.4949,-122.255
9122001231,20150403T000000,585444,6,3.75,2740,6924,1,0,2,3,1962,0,9814,47.5816,-122.296
6639900012,20140917T000000,706000,4,2.5,2740,7571,2,0,0,3,2009,0,9803,47.6962,-122.179
8151601090,20140801T000000,445000,4,2,2630,9099,1.5,0,0,3,1944,2009,9815,47.5067,-122.361
6664900260,20150219T000000,241000,3,2,1650,6000,1,0,0,3,1990,0,9802,47.2904,-122.353
7663700030,20150503T000000,1.18E+06,2,2.5,1770,7155,2,1,4,3,1957,2004,9816,47.7345,-122.285
952000055,20150206T000000,530000,3,1,1500,5750,1.5,0,0,4,1927,0,9813,47.5677,-122.376
4292300024,20150302T000000,350000,3,1.5,1430,12199,1,0,0,3,1948,0,9813,47.7352,-122.33
8073000550,20150415T000000,1.70E+06,4,3.75,3190,17186,2,1,4,3,1999,0,9818,47.5115,-122.246
9238450160,20150428T000000,389000,3,1,1280,9630,1,0,0,3,1968,0,9807,47.7677,-122.163
6127600036,20141105T000000,799000,4,2.75,2390,6820,2,0,0,4,1945,0,9812,47.6788,-122.27
1370801331,20140804T000000,1.40E+06,4,2.5,4040,9630,1,0,3,4,1951,0,9820,47.6408,-122.41
3500100226,20141229T000000,340895,2,1,920,8612,1,0,0,5,1947,0,9816,47.734,-122.301
319500570,20140505T000000,780000,4,2.5,2730,10281,2,0,2,3,1996,0,9807,47.6227,-122.029
3751604974,20141204T000000,350000,2,1.5,1320,73600,1,0,0,3,1993,0,9800,47.2755,-122.271
7852030320,20150217T000000,470000,3,2.5,2620,4874,2,0,0,3,1999,0,9807,47.5328,-121.879
2481630070,20150128T000000,914600,4,3,3180,80837,2,0,0,3,1985,0,9807,47.7336,-122.134
4299000030,20140923T000000,354000,4,2.5,2900,4762,2,0,0,3,2005,0,9804,47.3663,-122.129
3886902590,20150226T000000,470000,5,2,1900,6000,1.5,0,0,4,1920,0,9803,47.6831,-122.186
9178601000,20140730T000000,715000,3,2,1760,5400,1,0,0,5,1927,0,9810,47.6558,-122.331
2861100030,20141007T000000,265000,2,1,760,4000,1,0,0,4,1950,0,9811,47.5466,-122.304
9471200370,20150330T000000,2.54E+06,4,3,3710,20000,2,0,2,5,1936,0,9811,47.6696,-122.261
625049286,20140815T000000,640000,3,1,1530,4944,1,0,0,3,1950,0,9810,47.6857,-122.341
133000135,20141120T000000,290000,4,1.75,1990,18900,2,0,0,4,1929,0,9817,47.5131,-122.313
7214700830,20140513T000000,480000,5,4.75,3830,35000,1,0,0,3,1976,0,9808,47.7597,-122.079
4473400045,20140826T000000,535000,3,2,2040,5600,1,0,1,5,1954,0,9814,47.5959,-122.293
9413600350,20140829T000000,907000,3,1.75,2170,12220,1,0,0,5,1965,0,9803,47.6537,-122.195
1138010520,20140601T000000,459000,3,1.75,1620,7330,1,0,0,4,1974,0,9803,47.7148,-122.213
7431500341,20150424T000000,1.36E+06,3,2.5,3600,21399,1,0,3,3,1950,2007,9801,47.6191,-122.099
8830400135,20150305T000000,264950,3,1.5,1470,11599,1,0,0,3,1967,0,9803,47.3632,-122.188
5694000710,20141107T000000,352950,3,1,1760,3000,1.5,0,0,1,1900,0,9810,47.6598,-122.348
1951820070,20140822T000000,491500,3,2.25,2230,13100,1,0,0,4,1974,0,9801,47.5413,-122.174
6137500320,20140625T000000,1.23E+06,4,3.5,3770,37034,2,0,0,3,1989,0,9801,47.6463,-122.151
6703100070,20150406T000000,369500,3,1,1200,9194,1,0,0,4,1952,0,9816,47.7362,-122.319
339350070,20150318T000000,566000,3,2.5,2090,6294,2,0,0,3,2004,0,9805,47.686,-122.095
7399300860,20140825T000000,290000,3,2.25,1500,7308,1,0,0,4,1968,0,9806,47.4621,-122.187
8907500070,20150413T000000,5.35E+06,5,5,8000,23985,2,0,4,3,2009,0,9800,47.6232,-122.22
8651430560,20140522T000000,180000,3,1,870,5330,1,0,0,3,1969,2014,9804,47.369,-122.077
2228900270,20140812T000000,215000,2,1,1010,6000,1,0,0,4,1944,0,9813,47.771,-122.353
2228900270,20150212T000000,302000,2,1,1010,6000,1,0,0,4,1944,0,9813,47.771,-122.353
6880200030,20150410T000000,352500,3,1.75,1860,7881,1,0,0,3,1986,0,9820,47.3855,-122.322
7227501170,20140626T000000,235867,4,2,1330,5926,1,0,0,4,1942,0,9806,47.496,-122.19
7504460200,20140717T000000,500000,3,2.25,1760,11946,2,0,0,3,1978,0,9807,47.624,-122.05
1559900200,20150326T000000,382000,3,2.25,1800,4500,2,0,0,3,1995,0,9802,47.7462,-121.98
546000400,20150422T000000,515000,5,2.5,1690,2402,1.5,0,0,3,1930,0,9812,47.6903,-122.38
